oracle-run: started_at=2026-05-09T02:28:55+02:00
oracle-run: root=/home/t4ce/REPOS/TRUEOS
oracle-run: out_dir=/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest
oracle-run: render_nodes=total 0;lrwxrwxrwx 1 root root  8 May  7 23:32 pci-0000:00:02.0-card -> ../card1;lrwxrwxrwx 1 root root 13 May  7 23:32 pci-0000:00:02.0-render -> ../renderD128;lrwxrwxrwx 1 root root  8 May  7 23:32 pci-0000:01:00.0-card -> ../card2;lrwxrwxrwx 1 root root  8 May  7 23:31 pci-0000:01:00.0-platform-simple-framebuffer.0-card -> ../card0;lrwxrwxrwx 1 root root 13 May  7 23:32 pci-0000:01:00.0-render -> ../renderD129;
oracle-run: lspci=00:02.0 Display controller [0380]: Intel Corporation Raptor Lake-S GT1 [UHD Graphics 770] [8086:a780] (rev 04)
/home/t4ce/REPOS/TRUEOS/tools/intel_userland_oracle/sentinel.comp
oracle-run: build_ok=1
oracle-run: env MESA_VK_DEVICE_SELECT=8086:a780
oracle-run: env VK_LOADER_DRIVERS_SELECT=*intel*
oracle-run: env TRUEOS_ORACLE_VK_DEVICE_ID=0xA780
oracle-run: env TRUEOS_ORACLE_MAX_DUMP_BYTES=0
oracle-run: env TRUEOS_ORACLE_TRACE_STACKS=1
oracle-run: env TRUEOS_ORACLE_STACK_DEPTH=64
oracle-run: env TRUEOS_ORACLE_TRACE_SNAPSHOTS=1
oracle-run: env TRUEOS_ORACLE_REQUIRE_HW=0
oracle-run: hw_mmio=attempt-sudo-noninteractive
sudo-rs: interactive authentication is required
oracle-run: hw_mmio_sampler_unavailable reason=sudo-noninteractive-failed log=/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/hw_mmio_log.txt
trace seq=1 t_ns=97017974065689 trace-start pid=700457 out_dir="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest" max_dump_mode=full max_dump_cap=0x0 trace_stacks=1 stack_depth=64 trace_snapshots=1
trace seq=2 t_ns=97017974122481 artifact tag=start file="dumps/000001_start_proc_status.txt"
trace seq=3 t_ns=97017974152117 artifact tag=start file="dumps/000002_start_proc_maps.txt"
trace seq=4 t_ns=97017974167618 artifact tag=start file="dumps/000003_start_proc_limits.txt"
trace seq=5 t_ns=97017974268169 artifact tag=start file="dumps/000004_start_proc_mountinfo.txt"
trace seq=6 t_ns=97017974297071 artifact tag=start file="dumps/000005_start_fd.txt"
trace seq=7 t_ns=97017974378526 artifact tag=start file="dumps/000006_start_proc_smaps.txt"
trace seq=8 t_ns=97017974394006 artifact tag=start file="dumps/000007_start_environ.txt"
oracle-app: wanted vendor=0x8086 device=0xA780
oracle-app: lens macro=begin workload=one-workgroup-empty-circle lanes=8
trace seq=9 t_ns=97017976520239 open64 fd=4 flags=0x0 path="/usr/share/drirc.d/00-mesa-defaults.conf"
trace-stack seq=399 tag=ioctl-exit frame=9 pc=0x71e726da0f4c symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x31f4c) [0x71e726da0f4c]"
trace-stack seq=399 tag=ioctl-exit frame=10 pc=0x71e726dae56e symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(vkCreateDevice+0x5e) [0x71e726dae56e]"
trace-stack seq=399 tag=ioctl-exit frame=11 pc=0x55bcd0e72c18 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(main+0x478) [0x55bcd0e72c18]"
trace-stack seq=399 tag=ioctl-exit frame=12 pc=0x71e726a2a575 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x2a575) [0x71e726a2a575]"
trace-stack seq=399 tag=ioctl-exit frame=13 pc=0x71e726a2a628 symbol="/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0x88) [0x71e726a2a628]"
trace-stack seq=399 tag=ioctl-exit frame=14 pc=0x55bcd0e737e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(_start+0x25) [0x55bcd0e737e5]"
trace seq=400 t_ns=97018008070618 gem-create-ext handle=4 size=0x200000 flags=0x0 extensions=0x7FFC9C2680F0
trace seq=401 t_ns=97018008073486 ioctl-enter fd=6 path="/dev/dri/renderD128" request=0xC0206464 name=DRM_IOCTL_I915_GEM_MMAP_OFFSET arg=0x7ffc9c268080
trace seq=402 t_ns=97018008109094 stack tag=ioctl-enter pid=700457 tid=700457 depth=16
trace-stack seq=402 tag=ioctl-enter frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
trace-stack seq=402 tag=ioctl-enter frame=1 pc=0x71e726e038bc symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(ioctl+0x2fc) [0x71e726e038bc]"
trace-stack seq=402 tag=ioctl-enter frame=2 pc=0x71e723e498b3 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x498b3) [0x71e723e498b3]"
trace-stack seq=402 tag=ioctl-enter frame=3 pc=0x71e723e4f58d symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4f58d) [0x71e723e4f58d]"
trace-stack seq=402 tag=ioctl-enter frame=4 pc=0x71e723e4fd8e symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4fd8e) [0x71e723e4fd8e]"
trace-stack seq=402 tag=ioctl-enter frame=5 pc=0x71e723e4fe26 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4fe26) [0x71e723e4fe26]"
trace-stack seq=402 tag=ioctl-enter frame=6 pc=0x71e723e521fc symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x521fc) [0x71e723e521fc]"
trace-stack seq=402 tag=ioctl-enter frame=7 pc=0x71e723e6b000 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x6b000) [0x71e723e6b000]"
trace-stack seq=402 tag=ioctl-enter frame=8 pc=0x71e726da514d symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x3614d) [0x71e726da514d]"
trace-stack seq=402 tag=ioctl-enter frame=9 pc=0x71e726d9f1cb symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x301cb) [0x71e726d9f1cb]"
trace-stack seq=402 tag=ioctl-enter frame=10 pc=0x71e726da0f4c symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x31f4c) [0x71e726da0f4c]"
trace-stack seq=402 tag=ioctl-enter frame=11 pc=0x71e726dae56e symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(vkCreateDevice+0x5e) [0x71e726dae56e]"
trace-stack seq=402 tag=ioctl-enter frame=12 pc=0x55bcd0e72c18 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(main+0x478) [0x55bcd0e72c18]"
trace-stack seq=402 tag=ioctl-enter frame=13 pc=0x71e726a2a575 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x2a575) [0x71e726a2a575]"
trace-stack seq=402 tag=ioctl-enter frame=14 pc=0x71e726a2a628 symbol="/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0x88) [0x71e726a2a628]"
trace-stack seq=402 tag=ioctl-enter frame=15 pc=0x55bcd0e737e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(_start+0x25) [0x55bcd0e737e5]"
trace seq=403 t_ns=97018008114984 ioctl-exit fd=6 request=0xC0206464 name=DRM_IOCTL_I915_GEM_MMAP_OFFSET ret=0 errno=22
trace seq=404 t_ns=97018008151042 stack tag=ioctl-exit pid=700457 tid=700457 depth=16
trace-stack seq=404 tag=ioctl-exit frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
trace-stack seq=404 tag=ioctl-exit frame=1 pc=0x71e726e03982 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(ioctl+0x3c2) [0x71e726e03982]"
trace-stack seq=404 tag=ioctl-exit frame=2 pc=0x71e723e498b3 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x498b3) [0x71e723e498b3]"
trace-stack seq=404 tag=ioctl-exit frame=3 pc=0x71e723e4f58d symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4f58d) [0x71e723e4f58d]"
trace-stack seq=404 tag=ioctl-exit frame=4 pc=0x71e723e4fd8e symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4fd8e) [0x71e723e4fd8e]"
trace-stack seq=404 tag=ioctl-exit frame=5 pc=0x71e723e4fe26 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4fe26) [0x71e723e4fe26]"
trace-stack seq=404 tag=ioctl-exit frame=6 pc=0x71e723e521fc symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x521fc) [0x71e723e521fc]"
trace-stack seq=404 tag=ioctl-exit frame=7 pc=0x71e723e6b000 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x6b000) [0x71e723e6b000]"
trace-stack seq=404 tag=ioctl-exit frame=8 pc=0x71e726da514d symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x3614d) [0x71e726da514d]"
trace-stack seq=404 tag=ioctl-exit frame=9 pc=0x71e726d9f1cb symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x301cb) [0x71e726d9f1cb]"
trace-stack seq=404 tag=ioctl-exit frame=10 pc=0x71e726da0f4c symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x31f4c) [0x71e726da0f4c]"
trace-stack seq=404 tag=ioctl-exit frame=11 pc=0x71e726dae56e symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(vkCreateDevice+0x5e) [0x71e726dae56e]"
trace-stack seq=404 tag=ioctl-exit frame=12 pc=0x55bcd0e72c18 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(main+0x478) [0x55bcd0e72c18]"
trace-stack seq=404 tag=ioctl-exit frame=13 pc=0x71e726a2a575 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x2a575) [0x71e726a2a575]"
trace-stack seq=404 tag=ioctl-exit frame=14 pc=0x71e726a2a628 symbol="/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0x88) [0x71e726a2a628]"
trace-stack seq=404 tag=ioctl-exit frame=15 pc=0x55bcd0e737e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(_start+0x25) [0x55bcd0e737e5]"
trace seq=405 t_ns=97018008157921 gem-mmap-offset handle=4 fake_offset=0x100600000 flags=0x2
trace seq=406 t_ns=97018008160665 mmap64 fd=6 path="/dev/dri/renderD128" addr=0x71e726099000 len=0x200000 prot=0x3 flags=0x1 offset=0x100600000 handle=4
trace seq=407 t_ns=97018008185132 stack tag=mmap64 pid=700457 tid=700457 depth=16
trace-stack seq=407 tag=mmap64 frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
trace-stack seq=407 tag=mmap64 frame=1 pc=0x71e726e03365 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(mmap64+0x1d5) [0x71e726e03365]"
trace-stack seq=407 tag=mmap64 frame=2 pc=0x71e723e49935 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x49935) [0x71e723e49935]"
trace-stack seq=407 tag=mmap64 frame=3 pc=0x71e723e4f58d symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4f58d) [0x71e723e4f58d]"
trace-stack seq=407 tag=mmap64 frame=4 pc=0x71e723e4fd8e symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4fd8e) [0x71e723e4fd8e]"
trace-stack seq=407 tag=mmap64 frame=5 pc=0x71e723e4fe26 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4fe26) [0x71e723e4fe26]"
trace-stack seq=407 tag=mmap64 frame=6 pc=0x71e723e521fc symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x521fc) [0x71e723e521fc]"
trace-stack seq=407 tag=mmap64 frame=7 pc=0x71e723e6b000 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x6b000) [0x71e723e6b000]"
trace-stack seq=407 tag=mmap64 frame=8 pc=0x71e726da514d symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x3614d) [0x71e726da514d]"
trace-stack seq=407 tag=mmap64 frame=9 pc=0x71e726d9f1cb symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x301cb) [0x71e726d9f1cb]"
trace-stack seq=407 tag=mmap64 frame=10 pc=0x71e726da0f4c symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x31f4c) [0x71e726da0f4c]"
trace-stack seq=407 tag=mmap64 frame=11 pc=0x71e726dae56e symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(vkCreateDevice+0x5e) [0x71e726dae56e]"
trace-stack seq=407 tag=mmap64 frame=12 pc=0x55bcd0e72c18 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(main+0x478) [0x55bcd0e72c18]"
trace-stack seq=407 tag=mmap64 frame=13 pc=0x71e726a2a575 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x2a575) [0x71e726a2a575]"
trace-stack seq=407 tag=mmap64 frame=14 pc=0x71e726a2a628 symbol="/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0x88) [0x71e726a2a628]"
trace-stack seq=407 tag=mmap64 frame=15 pc=0x55bcd0e737e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(_start+0x25) [0x55bcd0e737e5]"
trace seq=408 t_ns=97018008214291 mmap64 fd=9 path="/memfd:state table (deleted)" addr=0x71e727128000 len=0x800 prot=0x3 flags=0x8001 offset=0x0 handle=0
trace seq=409 t_ns=97018008246086 stack tag=mmap64 pid=700457 tid=700457 depth=14
trace-stack seq=409 tag=mmap64 frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
trace-stack seq=409 tag=mmap64 frame=1 pc=0x71e726e03365 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(mmap64+0x1d5) [0x71e726e03365]"
trace-stack seq=409 tag=mmap64 frame=2 pc=0x71e723e4dc35 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4dc35) [0x71e723e4dc35]"
trace-stack seq=409 tag=mmap64 frame=3 pc=0x71e723e4e37e symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4e37e) [0x71e723e4e37e]"
trace-stack seq=409 tag=mmap64 frame=4 pc=0x71e723e52233 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x52233) [0x71e723e52233]"
trace-stack seq=409 tag=mmap64 frame=5 pc=0x71e723e6b000 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x6b000) [0x71e723e6b000]"
trace-stack seq=409 tag=mmap64 frame=6 pc=0x71e726da514d symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x3614d) [0x71e726da514d]"
trace-stack seq=409 tag=mmap64 frame=7 pc=0x71e726d9f1cb symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x301cb) [0x71e726d9f1cb]"
trace-stack seq=409 tag=mmap64 frame=8 pc=0x71e726da0f4c symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x31f4c) [0x71e726da0f4c]"
trace-stack seq=409 tag=mmap64 frame=9 pc=0x71e726dae56e symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(vkCreateDevice+0x5e) [0x71e726dae56e]"
trace-stack seq=409 tag=mmap64 frame=10 pc=0x55bcd0e72c18 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(main+0x478) [0x55bcd0e72c18]"
trace-stack seq=409 tag=mmap64 frame=11 pc=0x71e726a2a575 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x2a575) [0x71e726a2a575]"
trace-stack seq=409 tag=mmap64 frame=12 pc=0x71e726a2a628 symbol="/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0x88) [0x71e726a2a628]"
trace-stack seq=409 tag=mmap64 frame=13 pc=0x55bcd0e737e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(_start+0x25) [0x55bcd0e737e5]"
trace seq=410 t_ns=97018008251257 ioctl-enter fd=6 path="/dev/dri/renderD128" request=0xC018647C name=DRM_IOCTL_I915_GEM_CREATE_EXT arg=0x7ffc9c268070
trace seq=411 t_ns=97018008286015 stack tag=ioctl-enter pid=700457 tid=700457 depth=15
trace-stack seq=411 tag=ioctl-enter frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
trace-stack seq=411 tag=ioctl-enter frame=1 pc=0x71e726e038bc symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(ioctl+0x2fc) [0x71e726e038bc]"
trace-stack seq=411 tag=ioctl-enter frame=2 pc=0x71e723e49b66 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x49b66) [0x71e723e49b66]"
trace-stack seq=411 tag=ioctl-enter frame=3 pc=0x71e723e4fabe symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4fabe) [0x71e723e4fabe]"
trace-stack seq=411 tag=ioctl-enter frame=4 pc=0x71e723e4fe26 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4fe26) [0x71e723e4fe26]"
trace-stack seq=411 tag=ioctl-enter frame=5 pc=0x71e723e521fc symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x521fc) [0x71e723e521fc]"
trace-stack seq=411 tag=ioctl-enter frame=6 pc=0x71e723e6c724 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x6c724) [0x71e723e6c724]"
trace-stack seq=411 tag=ioctl-enter frame=7 pc=0x71e726da514d symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x3614d) [0x71e726da514d]"
trace-stack seq=411 tag=ioctl-enter frame=8 pc=0x71e726d9f1cb symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x301cb) [0x71e726d9f1cb]"
trace-stack seq=411 tag=ioctl-enter frame=9 pc=0x71e726da0f4c symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x31f4c) [0x71e726da0f4c]"
trace-stack seq=411 tag=ioctl-enter frame=10 pc=0x71e726dae56e symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(vkCreateDevice+0x5e) [0x71e726dae56e]"
trace-stack seq=411 tag=ioctl-enter frame=11 pc=0x55bcd0e72c18 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(main+0x478) [0x55bcd0e72c18]"
trace-stack seq=411 tag=ioctl-enter frame=12 pc=0x71e726a2a575 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x2a575) [0x71e726a2a575]"
trace-stack seq=411 tag=ioctl-enter frame=13 pc=0x71e726a2a628 symbol="/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0x88) [0x71e726a2a628]"
trace-stack seq=411 tag=ioctl-enter frame=14 pc=0x55bcd0e737e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(_start+0x25) [0x55bcd0e737e5]"
trace seq=412 t_ns=97018008294817 ioctl-exit fd=6 request=0xC018647C name=DRM_IOCTL_I915_GEM_CREATE_EXT ret=0 errno=22
trace seq=413 t_ns=97018008318824 stack tag=ioctl-exit pid=700457 tid=700457 depth=15
trace-stack seq=413 tag=ioctl-exit frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
trace-stack seq=413 tag=ioctl-exit frame=1 pc=0x71e726e03982 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(ioctl+0x3c2) [0x71e726e03982]"
trace-stack seq=413 tag=ioctl-exit frame=2 pc=0x71e723e49b66 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x49b66) [0x71e723e49b66]"
trace-stack seq=413 tag=ioctl-exit frame=3 pc=0x71e723e4fabe symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4fabe) [0x71e723e4fabe]"
trace-stack seq=413 tag=ioctl-exit frame=4 pc=0x71e723e4fe26 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4fe26) [0x71e723e4fe26]"
trace-stack seq=413 tag=ioctl-exit frame=5 pc=0x71e723e521fc symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x521fc) [0x71e723e521fc]"
trace-stack seq=413 tag=ioctl-exit frame=6 pc=0x71e723e6c724 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x6c724) [0x71e723e6c724]"
trace-stack seq=413 tag=ioctl-exit frame=7 pc=0x71e726da514d symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x3614d) [0x71e726da514d]"
trace-stack seq=413 tag=ioctl-exit frame=8 pc=0x71e726d9f1cb symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x301cb) [0x71e726d9f1cb]"
trace-stack seq=413 tag=ioctl-exit frame=9 pc=0x71e726da0f4c symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x31f4c) [0x71e726da0f4c]"
trace-stack seq=413 tag=ioctl-exit frame=10 pc=0x71e726dae56e symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(vkCreateDevice+0x5e) [0x71e726dae56e]"
trace-stack seq=413 tag=ioctl-exit frame=11 pc=0x55bcd0e72c18 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(main+0x478) [0x55bcd0e72c18]"
trace-stack seq=413 tag=ioctl-exit frame=12 pc=0x71e726a2a575 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x2a575) [0x71e726a2a575]"
trace-stack seq=413 tag=ioctl-exit frame=13 pc=0x71e726a2a628 symbol="/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0x88) [0x71e726a2a628]"
trace-stack seq=413 tag=ioctl-exit frame=14 pc=0x55bcd0e737e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(_start+0x25) [0x55bcd0e737e5]"
trace seq=414 t_ns=97018008341206 gem-create-ext handle=5 size=0x200000 flags=0x0 extensions=0x7FFC9C2680F0
trace seq=415 t_ns=97018008343354 ioctl-enter fd=6 path="/dev/dri/renderD128" request=0xC0206464 name=DRM_IOCTL_I915_GEM_MMAP_OFFSET arg=0x7ffc9c268080
trace seq=416 t_ns=97018008368864 stack tag=ioctl-enter pid=700457 tid=700457 depth=16
trace-stack seq=416 tag=ioctl-enter frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
trace-stack seq=416 tag=ioctl-enter frame=1 pc=0x71e726e038bc symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(ioctl+0x2fc) [0x71e726e038bc]"
trace-stack seq=416 tag=ioctl-enter frame=2 pc=0x71e723e498b3 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x498b3) [0x71e723e498b3]"
trace-stack seq=416 tag=ioctl-enter frame=3 pc=0x71e723e4f58d symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4f58d) [0x71e723e4f58d]"
trace-stack seq=416 tag=ioctl-enter frame=4 pc=0x71e723e4fd8e symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4fd8e) [0x71e723e4fd8e]"
trace-stack seq=416 tag=ioctl-enter frame=5 pc=0x71e723e4fe26 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4fe26) [0x71e723e4fe26]"
trace-stack seq=416 tag=ioctl-enter frame=6 pc=0x71e723e521fc symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x521fc) [0x71e723e521fc]"
trace-stack seq=416 tag=ioctl-enter frame=7 pc=0x71e723e6c724 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x6c724) [0x71e723e6c724]"
trace-stack seq=416 tag=ioctl-enter frame=8 pc=0x71e726da514d symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x3614d) [0x71e726da514d]"
trace-stack seq=416 tag=ioctl-enter frame=9 pc=0x71e726d9f1cb symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x301cb) [0x71e726d9f1cb]"
trace-stack seq=416 tag=ioctl-enter frame=10 pc=0x71e726da0f4c symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x31f4c) [0x71e726da0f4c]"
trace-stack seq=416 tag=ioctl-enter frame=11 pc=0x71e726dae56e symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(vkCreateDevice+0x5e) [0x71e726dae56e]"
trace-stack seq=416 tag=ioctl-enter frame=12 pc=0x55bcd0e72c18 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(main+0x478) [0x55bcd0e72c18]"
trace-stack seq=416 tag=ioctl-enter frame=13 pc=0x71e726a2a575 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x2a575) [0x71e726a2a575]"
trace-stack seq=416 tag=ioctl-enter frame=14 pc=0x71e726a2a628 symbol="/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0x88) [0x71e726a2a628]"
trace-stack seq=416 tag=ioctl-enter frame=15 pc=0x55bcd0e737e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(_start+0x25) [0x55bcd0e737e5]"
trace seq=417 t_ns=97018008380900 ioctl-exit fd=6 request=0xC0206464 name=DRM_IOCTL_I915_GEM_MMAP_OFFSET ret=0 errno=22
trace seq=418 t_ns=97018008403888 stack tag=ioctl-exit pid=700457 tid=700457 depth=16
trace-stack seq=418 tag=ioctl-exit frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
